"","de028ad4-7ae6-11e9-a106-68b59976a384","PNP_Main_283","PNP_Validation_55","G80275","PNP_Main_363","SAMEA7045572","SAMEA7045355","HD-13","EGAR00001420773_9002000001423910","SID5428-4","G88848","G88743","PNP_Main_161","SAMEA7045443","SAMEA7045434","PNP_Validation_96","G80532","EGAR00001420742_9002000001415730","SAMEA7045220","G88982","EGAR00001420843_9002000001441150","a48719f0-7ae6-11e9-a106-68b59976a384","EGAR00001420336_9002000001272430","SID103_4M","EGAR00001420568_9002000001370790","EGAR00001420295_9002000001258923","G88782","G80373","EGAR00001420244_9002000001236274","PNP_Main_398","ESS-0243","HSM5MD8H_P","EGAR00001420873_9002000001447911","G89260","SID39_12M","aaf6076a-7ae6-11e9-a106-68b59976a384","EGAR00001420459_9002000001336350","HD-30","SID570_4M","ESS-0208","G80371","dc239b54-7ae6-11e9-a106-68b59976a384","MH0456","DHAK_HN","EGAR00001420696_9002000001402983","Travel054","EGAR00001421017_9002000001486419","PNP_Main_508","DHAK_HB","MH0430","SAMEA7045516","G88997","G88966","SID5427-1","SAMEA7045144","SID8c0a6d5a-7ae6-11e9-a106-68b59976a384","EGAR00001420242_9002000001235670","G80616","PNP_Main_440","SID64cff2e6-7ae6-11e9-a106-68b59976a384","SAMEA7045776","DHAK_HDA","SAMEA7045686","EGAR00001420221_9002000001228512","SAMEA104142088","SID504_12M","SAMEA7045298","YEZ_N-23","EGAR00001420666_9002000001395260","G80565","G88929","SID6eb0cd1c-7ae6-11e9-a106-68b59976a384","SID9a17daae-7ae6-11e9-a106-68b59976a384","cd74a670-7ae6-11e9-a106-68b59976a384","ac725ce2-7ae6-11e9-a106-68b59976a384","d7fa5842-7ae6-11e9-a106-68b59976a384","MH0458","EGAR00001420766_9002000001422322","EGAR00001420538_9002000001360382LL","Travel115","MSM79H81","MH0139","SID8bc1311c-7ae6-11e9-a106-68b59976a384","SAMEA7045662","PNP_Main_65","EGAR00001421055_9002000001503823","MH0164","SAMEA7041184","G80265","G88988","SAMEA7045071","SAMEA7045948","MSM9VZFR","EGAR00001420999_9002000001480470","G89017","SID7197b6ee-7ae6-11e9-a106-68b59976a384","PNP_Main_358","G78895","a4b551a8-7ae6-11e9-a106-68b59976a384","Travel023","V31_01_2FE","A85_01_1FE","A27_02_1FE","JAS_1","A59_01_1FE","A19_01_1FE","A04_01_1FE","A75_02_1FE","TZ_29321","A28_02_1FE","LDK_5","A11_01_1FE","A07_01_1FE","A81_03_1FE","JAS_5","TZ_91827","LDK_9","A72_02_1FE","A91_02_1FE","A70_03_1FE","TZ_60579","A36_01_1FE","TZ_37609","A20_01_1FE","A01_02_1FE","TZ_65642","TZ_83627","KHG_4","A46_01_1FE","TZ_10742","LDK_1-2","V50_01_1FE","A79_02_1FE","TZ_47979","V53_02_1FE","A47_01_1FE","A43_02_1FE","JAS_8","V06_02_1FE","JAS_4","LDK_8","A54_02_1FE","A82_02_1FE","TZ_83788","A25_01_1FE","A09_02_1FE","LDK_2","V36_02_2FE","LDK_3","A06_01_1FE","TZ_93321","TZ_73414","A39_04_1FE","KHG_11","V07_02_2FE","KHG_6","A62_01_1FE","TZ_41014","V48_03_2FE","A73_02_1FE","A73_01_1FE","JAS_7","A68_01_1FE","TZ_24827","A92_01_1FE","A15_02_1FE","JAS_2","A55_01_1FE","V54_01_1FE","A23_01_1FE","A44_01_1FE","A03_01_1FE","V19_01_2FE","TZ_61717","A88_02_1FE","A47_02_1FE","TZ_21618","A90_04_1FE","TZ_67706","A58_03_1FE","TZ_83985","A08_01_1FE","A53_01_1FE","TZ_42041","A94_02_1FE","A04_04_1FE","TZ_38244","A41_01_1FE","A10_01_1FE","A89_02_1FE","A46_02_1FE","TZ_87532","A94_01_1FE","KHG_7","LDK_4","KHG_9","A48_01_1FE","KHG_1","TZ_81781","A09_01_1FE"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__Mobiluncus_curtisii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69825,0,0,0,0,0.01445,0,0,0,0,0,0.22329,0,0,0,0,0,0,0.00522,6.19535,0,0,0,0,1.04283,7.39413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92252,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.01583,0.30097,0,0,0,3.21338,0,0,0,0,0,0,0,82.89888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03186,12.33133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01735,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia_magna",0,0,0,0,0,0,0,0,0,0,0,0,0.02786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11653,0.00315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Tissierellia_unclassified|s__Tissierellia_bacterium_KA00581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_lacrimalis",0,0,0,0,0.01192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09862,0,0,0.01937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04208,0,0,0,0,0,0,0,0,0.03986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02489,0.00392,0,0,0.03049,0,0,0,0,0,0.00334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28159,0,0,0,0.00345,0,0,0,0,0,0,0,0,0.01034,0,0,0.00413,0,0,0.00545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151,0,0,0,0,0,0,0,0,0.00317,0,0,0,0,0.00186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02314
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10613,0,0,0,0.00142,0,0.01045,0.00259,0,0,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0,0.2536,0,0,0,0,0,0.18053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1269,0,0,0.00104,0,0,0,0,0,0,0,0,0,0.01218,0,0,0,0,0,0,0.14342,0,0,0,0.01396,0.08559,0,6e-04,0,0.05914,0,0.01442,0.00291,0,0,0,0,0,0,0,0,0.00737,0,0,0.00838,0.01734,0,0,1.41622,0,0.00294,0,0,0,0.04194,0,0,0,0.0071,0,0.00058,0.17709,0,0,0.00291,0,0,0.14704,0,0,0,0,0.05144,0,0,0,0,0.01782,0,0.02376,0,0,0,0,0,0,0,0.04519,0,0,0,0,0.0519,0,0,0,0,0.02589,0,0,0,0,0.20534,0,0,0,0,0,0.00539,0,0,0,0,0,0.00501,0,0,0,0,0.00892
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma|s__Ureaplasma_parvum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_asaccharolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_micraerophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Tissierellia_unclassified|s__Bacteroides_coagulans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02507,0,0,0,0.00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_sp_HMSC062D09",0,0,0,0,0.00286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0.00227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sartorii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22181,0,5.42848,0.00067,0,0.0047,0,0.25121,0,0,0,0.02855,0,3.0784,0,0,0,0.27345,0,0,1.29091,0,0,0,0.33703,0,0.00104,0,0,0,0,0,1.40221,0,0.00981,1.3302,0,0,3.58114,0,0,0,1.89843,1.8759,0.02383,0,0,0,3.10971,0.8083,0.0185,0.5621,0,0.32786,4.48862,0.76786,0.25274,0,0,0.37585,0.00065,0.06643,0.0912,0.31814,0,1.03188,0,0,0,0,0,0,0,0.12765,0.10461,0,0.43922,0.28375,0,2.72416,1.28349,0,0,0,0,0,0,0,0.18679,0,0,0,0.00355,0,1.54245,0,0.00435,0.06772,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28651,0,0,0,0,0,0,0.00185,0,0,0,9.36684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72425,0,0,0,0,0,0.01072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53563,0,0,0,0,0,0,0,0,0,0,0,0,0.05499,0,0,0,0,0,0,0,0,0,0,0,0,0.41044,0,0,0,0,0,0,0.07328,0,0,0,0,0.3183,0,0,0,0,0,0,0.08688,0.02151,0.00311,0,0,0,0,0,0,0,0,0,0,0,0,0.71807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44854,0.00023,10.11923,0,0.24237,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520",0,0,0,0,0,0,0,0,0,0,11.62738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219,0,0,0,0,0,0.02287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345,2.53671,0,9.82734,1.40895,0,1.10971,0.00344,13.91145,0,0,0,0,0.69025,0.00201,0.35307,0,7.01938,0,0.00877,0.02377,1.85022,0.599,0.43785,0,0.88439,0.01448,0.92486,4.12305,0.32749,0.21863,0,0.11903,0.60493,0.33978,0.3339,0,3.73196,0,0.0024,0,0.21766,0,8.64163,0.00077,0.00691,0,0,5.899,3.78005,10.27207,0.11055,0,4.15041,10.93272,0.00549,0.00678,1.78728,0,0.02244,5.70053,0.02128,0.00681,0.02249,0.01032,0,0.00969,0,0,0.04622,0.45127,0,0,0,2e-04,0.00308,0.05876,0.48561,0,0,1.84071,0.05781,2.21318,0.80365,0.01085,0.13396,4.37399,0,2.41004,2.26522,0.13049,0.01726,0.0236,0.00393,0.00114,0,0,0.01429,0.90918,0.00265
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_AM42_24",0,0.26226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.57536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21346,0,6.77354,1.47589,0.11846,7.98899,0,1.03487,0.38659,0,0.88779,0,2.16415,1.43494,0,0.50249,9.3572,4.64597,3.34815,0.31361,8.86403,0.52375,0.01553,0,7.20595,1.04973,0.8173,1.34318,0.15138,0,1.68278,0.03632,0.84472,0,1.30225,0,0,0.20418,2.23922,2.55035,0.00339,0,4.05482,1.9924,0.16751,0,0.19204,3.08858,0,1.10538,1.54423,0.03772,0,2.07997,0,0.0986,3.58581,0,0.177,0.26303,1.50046,0.01138,1.00117,0.38525,0,2.35752,0,2.36837,0.22987,0.2595,0,1.84012,0.26428,0.01402,0.0045,0.09928,0.14805,0.0287,0,2.1353,0.11375,0.16836,1.76397,1.11165,8.34884,3.89648,0,13.72108,0.89784,0.02311,0.08624,0.00029,0.00334,0.09654,0.00702,0,0,2.85552,1.21792
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03378,0.03587,0.24508,0,0,0,0,0,0,0.6592,0,0,0,0,0.58037,0,1.70411,0,0.24551,0,0,3.01781,0.14017,1.18192,0,0,0.12271,0.92038,0,0,0.01572,0,0.31089,2.2208,3.38975,0,0,0,0,0.01352,0,0,3.42314,0,0.01788,0,0.00125,0,0,0,0,0.14106,0,0,0,0,0,0,0,0,0.04862,0.01783,0,0,0.6258,0,5e-04,0,0,0.01912,0.60898,0,0,0,1.33426,0.16683,0.12,0.11318,0.09425,0,0,1.45949,0,0.10336,0,0,0,0.03465,0,0,0,0.87441,2.36495,0.00589,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63159,0,0,0,0,0,0,0,0,0,0,0,0.34278,0,0,0.00214,0.07175,0,0,0,0.03542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0,0,0,0,0,0.47517,0,0,0,0,0,0.03506,0,0,0,0.00214,0,0,0,0,2.45269,0,0,0,0,0.04318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48574,0,0,0,0,0,0,0,0,0,0.01276
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309,0,0,0,0,0,0,0,0,0,0.00649,0,0,0,0,0,0,0,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314,0.00227,0,0,0.02634,0,0.00389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01245,0,0,0,0.00395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0,0,0,0,0,0,0,0,0.04453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecichinchillae",0,0,0,0,0,0,0,0,0,0.01956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
